Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
4.46,129000,0,28,1,0,0,0,1,0,0,1,0,0,0,5
8.61,20000,0,26,1,0,0,0,1,0,0,1,0,0,0,0
6.43,64450,0,31,0,0,0,0,1,0,0,1,0,0,0,4
0.01,0.08,1,31,1,0,1,0,1,0,1,1,0,0,0,4
1.74,23780,0,32,1,0,0,0,1,0,1,1,0,0,0,3
2.1,12400,1,32,1,0,0,1,1,0,0,1,1,0,0,4
2.69,5486,1,27,1,0,0,1,0,0,0,0,1,0,0,9
3.96,3500,0,26,1,0,0,1,0,0,1,0,1,0,0,1
0.44,21,0,30,1,0,1,0,0,1,0,0,0,1,1,7
1.87,25140,0,30,1,0,1,0,1,0,0,1,0,0,0,5
0.23,60,1,29,1,0,1,0,0,1,1,0,0,1,1,3
1.36,2287,1,32,1,0,0,1,0,1,1,0,1,1,1,4
1.78,2039,0,35,0,0,0,1,0,0,1,0,1,0,0,3
1.69,279,0,32,1,0,0,0,0,1,0,0,0,1,1,1
1.07,168.34,1,30,1,0,0,0,0,1,0,0,0,1,1,2
1.96,34000,0,30,0,0,0,0,1,0,1,1,0,0,0,4
1.23,29172,0,29,1,0,0,0,1,0,1,1,0,0,0,3
3.63,3105,0,31,1,0,0,1,0,0,1,0,1,0,0,3
4.64,8135,0,31,0,0,0,1,0,0,1,0,1,0,0,4
1.68,41737,0,33,1,0,0,0,1,0,0,1,0,0,0,7
2.98,3525,0,27,1,0,0,1,1,0,1,0,1,0,0,4
1.25,1134,0,30,1,0,0,1,0,1,1,0,1,1,1,6
1.49,1129,1,28,1,0,0,1,0,0,0,0,1,0,0,5
6.42,3327,0,26,1,0,0,1,0,0,1,0,1,0,0,5
0.29,50,0,26,0,0,0,0,0,1,1,0,0,1,1,2
0.88,40,0,30,0,0,0,0,0,1,1,0,0,1,1,7
3.79,5100,0,26,1,0,1,1,0,1,1,0,1,1,1,2
2.25,37290,0,36,0,0,0,0,1,0,0,1,0,0,0,0
1.75,12375,0,43,1,0,0,0,1,0,1,1,0,0,0,8
0.62,180,0,42,1,0,0,0,0,1,1,0,0,1,1,8
1.71,27500,1,39,1,0,0,0,1,0,1,1,0,0,0,6
1,22960,0,42,0,0,0,0,1,0,1,1,0,0,0,6
0.31,6.44,0,45,1,0,0,0,0,1,0,0,0,1,1,3
0.14,9.22,0,38,1,0,1,0,0,1,1,0,0,1,1,5
0.95,5485,0,37,1,1,0,1,0,1,1,1,1,1,1,9
0.49,6900,1,43,0,0,1,0,1,0,0,1,0,0,0,0
1.96,43500,1,63,0,0,1,0,1,0,1,1,0,0,0,3
4.69,21511,0,61,1,0,0,0,1,0,0,1,0,0,0,0
0.51,94,0,59,1,0,1,0,0,1,1,0,0,1,1,16
1.5,2851,0,62,0,0,0,1,0,0,0,0,1,0,0,9
0.4,100,0,47,0,0,1,0,0,1,0,0,0,1,1,3
3.87,22800,0,65,0,0,0,0,1,0,1,1,0,0,0,8
0.49,60,0,56,0,0,0,0,0,1,1,0,0,1,1,5
8.13,9894,0,25,1,0,0,1,0,1,0,0,1,1,1,6
10.37,4234,0,19,1,0,1,1,0,0,0,0,1,0,0,0
1.92,8504.99,0,24,1,0,0,0,1,1,0,1,0,1,1,7
0.97,17000,0,17,1,0,0,0,1,0,0,1,0,0,0,1
7.05,110000,0,24,1,0,0,0,1,0,0,1,0,0,0,8
3.22,4694,0,22,1,0,1,1,0,1,1,0,1,1,1,7
0.99,1117,1,29,1,0,0,1,0,0,1,0,1,0,0,2
0.46,25007.52,0,27,1,0,0,0,1,1,1,1,0,1,1,4
3.23,1102,0,28,1,0,0,1,1,0,1,0,1,0,0,2
0.69,64666,0,30,1,0,0,0,1,0,1,1,0,0,0,5
0.15,40,0,27,1,0,0,0,0,1,0,0,0,1,1,6
0.5,20,1,29,1,0,1,0,0,1,1,0,0,1,1,2
0.03,8.25,0,33,1,0,0,0,0,1,1,0,0,1,1,5
1.23,2247,0,27,1,0,0,1,0,0,1,0,1,0,0,9
1.71,1750,0,28,0,0,0,1,0,0,0,0,1,0,0,5
0.82,35000,0,27,1,0,0,0,1,0,0,1,0,0,0,0
3.26,43500,0,28,1,0,0,0,1,0,0,1,0,0,0,7
1.18,25000,0,27,0,0,0,0,1,0,0,1,0,0,0,8
2.13,43980,0,41,1,0,0,1,1,0,1,1,1,0,0,4
4.91,38020,0,43,0,0,1,0,1,1,1,1,0,1,1,9
1.03,7600,1,56,1,0,1,0,1,1,1,1,0,1,1,5
3.48,10122,0,61,0,0,0,0,0,1,1,0,0,1,1,4
0.2,40,0,53,1,0,1,0,0,1,0,0,0,1,1,6
2.91,1500,0,52,0,0,0,1,0,0,1,0,1,0,0,3
1.16,3314,0,54,1,0,0,1,0,0,1,0,1,0,0,8
3.41,21442,0,20,1,0,0,1,1,0,1,1,1,0,0,4
0.64,7250,0,19,1,0,0,0,1,0,0,1,0,0,0,7
14.72,1702,0,22,0,0,0,1,0,0,1,0,1,0,0,5
0.27,14102,0,31,1,0,1,0,1,1,1,1,0,1,1,5
0.21,40,0,29,1,0,0,0,0,1,1,0,0,1,1,7
2.24,9451,0,27,1,0,0,1,0,0,0,0,1,0,0,7
1.54,13770,0,28,1,0,0,0,1,0,0,1,0,0,0,7
8.52,4781.16,0,31,1,0,0,1,0,1,1,0,1,1,1,6
5.09,16500,0,26,0,0,0,0,1,0,1,1,0,0,0,3
0.52,100,0,30,1,0,0,0,0,1,1,0,0,1,1,2
0.92,29000,0,33,0,0,0,0,1,0,1,1,0,0,0,0
3.4,26000,0,40,0,0,0,0,1,0,1,1,0,0,0,6
0.67,34935,0,37,1,0,0,0,1,0,1,1,0,0,0,6
0.46,556,0,40,0,0,0,1,1,0,1,0,1,0,0,6
5.04,33047.84,0,53,0,0,0,0,1,1,1,1,0,1,1,4
2.16,22000,0,21,1,0,0,0,1,0,1,1,0,0,0,1
0.17,10,0,20,1,0,0,0,0,1,1,0,0,1,1,0
2.61,7665,0,19,1,0,0,0,1,0,0,1,0,0,0,2
0.06,12.03,0,23,1,0,1,0,1,1,1,0,0,1,1,4
6.57,2139,0,24,1,0,0,1,0,0,0,0,1,0,0,1
1.48,29000,0,21,1,0,1,0,1,0,1,1,0,0,0,4
0.59,3932,0,23,1,0,1,1,0,0,1,0,1,0,0,3
10.97,3073,1,19,1,0,0,1,0,0,0,0,1,0,0,3
1.33,40,0,24,1,0,1,0,0,1,1,0,0,1,1,2
2.22,2905,0,25,1,0,0,1,0,0,1,0,1,0,0,2
0.07,36.56,0,23,0,0,0,0,0,1,1,0,0,1,1,2
1.24,9427,0,23,1,0,0,1,0,0,0,0,1,0,0,6
1.52,2919,0,20,0,0,0,1,0,1,0,0,1,1,1,4
8.06,39321,0,20,1,0,0,1,1,0,1,1,1,0,0,5
0.17,38.61,0,24,1,1,1,0,1,1,1,1,0,1,1,8
0.46,572,0,24,1,0,0,1,1,1,0,0,1,1,1,8
2.84,77650,0,18,0,0,0,0,1,0,1,1,0,0,0,0
3.12,7321,0,24,1,1,1,1,0,0,0,1,1,0,0,5
0.23,2317,0,21,1,0,0,1,0,0,1,0,1,0,0,2
1.41,2000,0,24,1,0,0,1,0,0,1,0,1,0,0,4
2.16,19275,1,27,0,0,0,0,1,0,1,1,0,0,0,4
0.63,10195.71,0,26,1,0,0,0,1,1,1,1,0,1,1,4
1.11,45000,1,32,1,0,0,0,1,0,1,1,0,0,0,3
1.18,5109.81,0,26,1,0,1,1,1,1,1,0,1,1,1,2
1.42,33903,0,31,1,0,1,1,1,0,1,1,1,0,0,6
0.34,20,0,31,1,0,1,0,0,1,0,0,0,1,1,5
0.13,3.7,1,27,0,0,0,0,0,1,1,0,0,1,1,5
1.21,30000,0,26,1,0,0,0,1,0,1,1,0,0,0,7
0.23,40442,0,27,1,0,1,0,1,0,1,1,0,0,0,7
1.75,2229,0,28,1,1,1,1,1,0,1,1,1,0,0,4
0.7,10859,0,31,0,0,0,1,1,0,0,1,1,0,0,5
0.83,15220,0,26,0,0,0,0,1,0,1,1,0,0,0,0
5.04,30000,0,31,0,0,0,0,1,0,1,1,0,0,0,5
1.44,8439,0,30,1,0,0,1,0,0,1,0,1,0,0,8
0.11,2.64,0,27,0,0,1,0,0,1,1,0,0,1,1,2
1.14,1132.53,1,26,0,0,0,1,1,1,1,0,1,1,1,3
1.34,11000,1,28,1,0,0,0,1,0,0,1,0,0,0,5
1.9,2400,0,26,1,0,0,1,0,0,0,0,1,0,0,9
0.96,12785,0,28,1,0,0,0,1,0,0,1,0,0,0,4
1.51,47193,0,27,1,0,0,1,1,0,0,1,1,0,0,2
0.32,40,0,31,1,0,0,0,0,1,1,0,0,1,1,3
0.7,1112,0,32,0,0,0,1,0,0,1,0,1,0,0,4
3.9,12035,0,27,1,0,0,0,1,0,0,1,0,0,0,4
0.52,23000,0,30,1,0,0,0,1,0,0,1,0,0,0,9
0.35,53,0,30,1,0,1,0,0,1,1,0,0,1,1,2
1.26,106,0,32,1,0,1,0,1,1,1,0,0,1,1,14
1.21,1846,0,28,0,0,0,0,0,1,1,0,0,1,1,5
0.13,5.8,0,29,0,0,0,0,0,1,1,0,0,1,1,5
1.26,669,0,32,1,0,1,1,0,0,1,0,1,0,0,0
1.07,69,1,42,1,0,0,0,0,1,0,0,0,1,1,4
0.81,30000,0,44,0,0,0,0,1,0,0,1,0,0,0,0
3.16,11000,0,37,1,0,0,0,1,0,0,1,0,0,0,4
0.31,5000,1,37,1,0,0,0,1,0,1,1,0,0,0,5
0.38,9849,0,38,1,0,0,0,1,0,0,1,0,0,0,5
2.94,18920,0,45,1,0,0,0,1,1,0,1,0,1,1,7
0.17,75,1,40,1,0,0,0,0,1,0,0,0,1,1,2
1.69,1456.9,0,37,0,0,0,1,0,1,1,0,1,1,1,6
0.12,102,0,37,1,0,0,0,0,1,1,0,0,1,1,4
0.69,1112,0,38,1,0,0,1,0,0,1,0,1,0,0,6
0.3,5.51,0,38,0,0,1,0,0,1,1,0,0,1,1,3
3.29,6877,0,44,1,1,0,1,0,1,1,1,1,1,1,4
0.38,250,0,58,0,1,0,0,0,1,1,1,0,1,1,8
0.77,17230,0,58,1,0,0,0,1,1,1,1,0,1,1,6
2.38,18168,0,54,1,0,0,0,1,1,1,1,0,1,1,7
1.42,346,0,50,0,0,1,0,0,1,1,0,0,1,1,14
2.18,8300,0,62,1,0,0,1,0,0,1,0,1,0,0,5
0.58,25851,0,62,0,0,1,0,1,0,0,1,0,0,0,0
3.39,23000,0,63,1,0,0,0,1,0,0,1,0,0,0,5
1.56,26534.9,0,46,1,0,0,0,1,1,0,1,0,1,1,6
7,3700,0,57,0,0,0,1,0,0,0,0,1,0,0,8
0.06,1.89,0,53,1,0,0,0,0,1,1,0,0,1,1,2
1.76,8007.48,0,65,1,0,1,0,1,1,0,1,0,1,1,4
0.45,27000,0,56,1,0,0,0,1,0,0,1,0,0,0,7
3.39,24100,0,47,0,0,1,0,1,1,1,1,0,1,1,11
1.57,200,0,49,0,0,1,0,0,1,1,0,0,1,1,2
3.62,4500,1,59,1,0,0,0,0,1,0,0,0,1,1,6
2.65,7713,0,59,1,0,0,1,0,0,1,0,1,0,0,6
0.3,1.05,0,24,1,0,0,0,0,1,0,0,0,1,1,1
0.75,5075,0,17,1,0,0,0,1,0,0,1,0,0,0,4
3.58,36000,0,20,1,0,0,0,1,0,1,1,0,0,0,0
0.82,563,0,22,1,0,0,1,0,0,0,0,1,0,0,2
0.16,0.68,0,25,0,0,0,0,0,1,1,0,0,1,1,2
1.52,2245,0,20,1,0,0,1,0,0,0,0,1,0,0,0
0.17,7.74,0,25,0,0,0,0,0,1,1,0,0,1,1,2
0.11,5.26,0,22,1,0,0,0,0,1,1,0,0,1,1,2
2.08,19000,0,18,1,0,1,0,1,0,1,1,0,0,0,1
0.55,24620,0,23,1,0,0,0,1,0,0,1,0,0,0,4
0.25,30,0,25,1,0,0,0,0,1,1,0,0,1,1,5
1.46,2500,0,22,1,0,0,1,1,0,0,0,1,0,0,4
1.17,35277,0,24,1,0,0,1,1,0,1,1,1,0,0,4
2.54,57791,0,21,1,0,0,1,1,0,1,1,1,0,0,5
1.14,46000,0,19,1,0,0,0,1,0,0,1,0,0,0,3
2.98,1128,0,20,1,0,0,1,0,0,1,0,1,0,0,4
3.15,2247,0,22,1,0,0,1,0,0,0,0,1,0,0,5
1.1,11900,0,22,1,0,0,0,1,0,1,1,0,0,0,0
8.7,10487,0,25,1,0,0,1,0,0,1,0,1,0,0,5
1.05,1690,0,20,0,0,1,1,0,0,1,0,1,0,0,1
0.12,20,0,25,0,0,1,0,0,1,1,0,0,1,1,3
1.98,4279,0,23,1,0,0,1,0,1,0,0,1,1,1,5
6.53,43000,0,16,1,0,1,0,1,0,1,1,0,0,0,1
3.05,1324,0,23,1,0,0,1,0,0,0,0,1,0,0,3
10.9,2319,0,25,1,1,0,1,1,0,1,1,1,0,0,7
0.27,12500,0,21,1,0,0,0,1,0,1,1,0,0,0,5
2.8,24700,0,18,1,0,0,0,1,0,1,1,0,0,0,2
10.99,9020,1,25,1,0,0,1,0,0,0,0,1,0,0,5
6.83,6580,0,24,1,0,0,1,0,0,0,0,1,0,0,2
3.01,3638,0,23,1,0,0,1,0,1,1,0,1,1,1,4
14.03,10358,0,22,1,0,0,1,0,0,1,0,1,0,0,3
0.23,5000,1,27,1,0,0,0,1,0,1,1,0,0,0,5
1.31,12000,0,27,1,0,0,0,1,0,0,1,0,0,0,0
1.28,36899,0,28,1,0,0,0,1,0,1,1,0,0,0,8
2.97,3527,0,28,1,0,1,1,0,0,1,0,1,0,0,3
1.92,877,0,29,0,0,0,0,0,1,1,0,0,1,1,2
2.95,59470,0,30,1,0,0,0,1,0,1,1,0,0,0,0
0.82,7500,0,28,1,0,0,0,1,0,1,1,0,0,0,6
3.84,20999,0,33,0,0,0,0,1,0,1,1,0,0,0,6
4.57,11416,1,29,1,0,0,0,1,0,0,1,0,0,0,7
2.29,3599,0,34,0,0,0,1,0,0,1,0,1,0,0,2
2.04,4791,0,30,1,0,0,1,1,0,1,0,1,0,0,6
1.66,8000,0,26,0,0,0,0,1,0,1,1,0,0,0,8
0.62,43702,0,26,1,0,0,0,1,0,0,1,0,0,0,6
1.22,33500,0,29,1,0,0,0,1,0,1,1,0,0,0,4
2.55,40565,0,28,0,0,0,0,1,0,1,1,0,0,0,5
7.57,1763.54,0,30,0,0,0,0,0,1,1,0,0,1,1,4
1.4,32669,0,29,0,0,0,0,1,0,1,1,0,0,0,4
2.98,530.09,0,30,0,0,0,1,0,1,0,0,1,1,1,3
1.42,73,0,31,1,0,1,0,0,1,0,0,0,1,1,2
0.5,39,0,28,0,0,1,0,0,1,1,0,0,1,1,1
0.97,1103,0,26,1,0,0,1,0,0,1,0,1,0,0,5
0.63,24000,0,33,1,0,0,0,1,0,0,1,0,0,0,8
6.05,6460,0,30,1,1,1,1,1,1,1,1,1,1,1,4
2.89,2959,0,28,1,0,1,1,0,1,1,0,1,1,1,6
1.89,40000,0,29,1,0,0,0,1,0,1,1,0,0,0,5
3.27,78820,0,31,1,0,0,1,1,0,1,1,1,0,0,2
2.48,29695,0,33,1,0,1,1,1,0,1,1,1,0,0,6
0.31,174,0,28,1,0,0,0,0,1,1,0,0,1,1,3
1.04,56,0,30,1,0,1,0,0,1,0,0,0,1,1,8
1.95,52680,0,28,0,0,0,0,1,0,1,1,0,0,0,0
0.83,15000,1,26,1,0,0,0,1,0,0,1,0,0,0,0
2.72,5463,1,34,1,0,1,1,0,1,1,0,1,1,1,4
0.12,66,0,43,1,0,0,0,0,1,1,0,0,1,1,3
3.05,25151,0,38,1,0,0,0,1,0,0,1,0,0,0,7
0.26,134.7,0,43,0,0,1,0,0,1,1,0,0,1,1,3
0.98,6000,0,65,0,0,1,0,1,0,1,1,0,0,0,4
2.23,65592,0,55,1,0,1,0,1,0,1,1,0,0,0,4
0.35,62,0,54,1,0,0,0,0,1,1,0,0,1,1,14
0.28,5.92,0,64,1,0,0,0,1,1,0,0,0,1,1,8
0.19,202,0,49,1,0,0,0,0,1,1,0,0,1,1,7
0.45,50,0,53,0,0,0,0,0,1,1,0,0,1,1,3
2.16,10000,0,88,0,0,0,0,1,0,0,1,0,0,0,8
8.59,6000,0,68,0,0,1,0,0,1,0,0,0,1,1,6
0.66,3500,0,74,0,0,1,0,0,1,0,0,0,1,1,22
0.34,9.48,0,75,0,0,0,0,0,1,1,0,0,1,1,5
1.04,30000,0,91,0,0,1,0,1,0,0,1,0,0,0,3
2.33,10000,0,78,0,0,1,0,1,0,1,1,0,0,0,2
0.52,300,0,66,1,0,1,0,0,1,1,0,0,1,1,6
3.43,6278.93,0,69,1,0,1,0,0,1,0,0,0,1,1,4
3.68,34442,0,66,0,0,1,0,1,0,1,1,0,0,0,4
1.45,35690,0,70,0,0,1,0,1,0,1,1,0,0,0,8
0.85,47621,0,78,0,0,1,0,1,0,0,1,0,0,0,2
1.43,32000,0,70,1,0,0,0,1,0,0,1,0,0,0,6
6.03,30234,0,81,0,0,1,0,1,0,1,1,0,0,0,4
0.55,84,0,74,1,0,0,0,0,1,1,0,0,1,1,2
2.2,4000,0,83,1,0,1,0,0,1,1,0,0,1,1,6
3.29,26583,0,72,0,0,0,0,1,0,1,1,0,0,0,0
0.87,15000,0,81,0,0,0,0,1,0,0,1,0,0,0,0
0.95,29902,0,83,0,0,0,0,1,0,0,1,0,0,0,5
0.56,4000,0,83,0,0,1,0,1,0,1,1,0,0,0,0
0.17,100,0,88,1,0,1,0,0,1,1,0,0,1,1,10
1.06,36000,0,98,0,0,0,0,1,0,0,1,0,0,0,5
0.9,39135,0,74,0,0,0,0,1,0,0,1,0,0,0,0
2.21,22000,0,73,0,0,1,0,1,0,1,1,0,0,0,1
0.47,3.57,0,72,1,0,0,0,0,1,1,0,0,1,1,6
3.77,3000,0,67,1,0,1,0,0,1,1,0,0,1,1,5
0.12,9.69,0,70,1,0,0,0,0,1,1,0,0,1,1,3
0.82,45000,0,71,1,0,0,0,1,0,0,1,0,0,0,8
2.18,8009.33,1,77,1,0,1,0,0,1,1,0,0,1,1,5
0.53,181,0,66,0,0,1,0,0,1,0,0,0,1,1,10
3.97,36100,0,21,0,0,0,0,1,0,1,1,0,0,0,5
1.36,23000,0,16,0,0,0,0,1,0,1,1,0,0,0,1
0.92,32500,0,10,0,0,0,0,1,0,0,1,0,0,0,0
1.52,31000,0,17,0,0,0,0,1,0,0,1,0,0,0,6
0.39,37406,0,16,0,0,0,0,1,0,1,1,0,0,0,7
1.99,48722,0,15,0,0,0,0,1,0,0,1,0,0,0,8
0.6,1150,1,23,0,0,0,1,0,0,1,0,1,0,0,4
1.3,24115,0,16,0,0,0,0,1,0,1,1,0,0,0,6
1.52,28000,0,18,0,0,1,0,1,0,1,1,0,0,0,7
0.79,25450,0,14,0,0,1,0,1,0,1,1,0,0,0,0
0.77,27606,1,19,0,0,0,0,1,0,1,1,0,0,0,8
1.02,60140,0,21,0,0,1,0,1,0,0,1,0,0,0,0
0.23,129,0,23,1,0,0,0,0,1,1,0,0,1,1,8
0.6,110,0,24,1,0,1,0,0,1,1,0,0,1,1,8
0.67,6000,0,24,1,0,0,0,1,0,0,1,0,0,0,8
3.17,31803,0,20,0,0,1,0,1,0,1,1,0,0,0,8
1.42,25000,0,21,0,0,0,0,1,0,1,1,0,0,0,6
0.58,10000,0,24,1,0,0,0,1,0,1,1,0,0,0,4
0.79,14487,0,23,1,0,0,0,1,0,1,1,0,0,0,4
1.03,22047,0,11,0,0,0,0,1,0,1,1,0,0,0,4
1.79,45855,0,19,0,0,0,0,1,0,1,1,0,0,0,4
0.97,60000,0,17,0,0,0,0,1,0,0,1,0,0,0,2
0.23,5.23,0,20,1,0,0,0,0,1,0,0,0,1,1,3
2.37,48230,0,14,0,0,0,0,1,0,1,1,0,0,0,0
2.71,30000,0,23,1,0,0,0,1,0,0,1,0,0,0,7
2.94,52425,0,13,0,0,0,0,1,0,0,1,0,0,0,0
3.11,44983,0,24,1,0,0,0,1,0,0,1,0,0,0,7
0.49,7.21,1,21,0,0,0,0,0,1,0,0,0,1,1,3
4.91,57802,0,22,0,0,0,0,1,0,1,1,0,0,0,5
0.11,8.1,0,20,0,0,0,0,0,1,0,0,0,1,1,2
4.55,38017,0,23,0,0,0,0,1,0,1,1,0,0,0,4
0.53,10375,0,24,0,0,0,0,1,0,0,1,0,0,0,6
0.34,16,0,25,0,0,0,0,0,1,1,0,0,1,1,7
0.82,38500,1,19,1,0,0,0,1,0,1,1,0,0,0,4
2.52,29500,0,24,0,0,0,0,1,0,1,1,0,0,0,8
5.03,28875,0,25,0,0,0,0,1,0,1,1,0,0,0,8
5.98,19800,0,23,0,0,0,0,1,0,0,1,0,0,0,4
1.44,36000,0,7,1,0,0,0,1,0,1,1,0,0,0,6
2.37,3426,0,25,1,0,0,0,0,1,1,0,0,1,1,7
0.89,8550,0,9,0,0,0,0,1,0,0,1,0,0,0,8
3.17,17000,0,16,0,0,0,0,1,0,1,1,0,0,0,2
0.32,9000,0,17,0,0,0,0,1,0,1,1,0,0,0,6
2.78,15651,0,22,1,0,0,0,1,0,1,1,0,0,0,5
1.12,20500,0,20,0,0,0,0,1,0,0,1,0,0,0,8
1.64,14420,1,18,0,0,0,0,1,0,1,1,0,0,0,0
2.28,90637,0,18,0,0,1,0,1,0,0,1,0,0,0,5
3.33,26500,0,19,0,0,0,0,1,0,0,1,0,0,0,8
3.53,155256,1,24,1,0,0,0,1,0,0,1,0,0,0,8
0.44,36000,0,20,0,0,0,0,1,0,1,1,0,0,0,5
0.98,8552,0,23,1,0,0,1,1,0,1,1,1,0,0,6
0.59,10000,0,21,0,0,0,0,1,0,1,1,0,0,0,3
0.86,37853,0,25,1,0,0,0,1,0,0,1,0,0,0,7
1.71,58784,0,10,0,0,0,0,1,0,0,1,0,0,0,5
1.3,60028,0,18,0,0,0,0,1,0,0,1,0,0,0,0
6.04,29000,0,4,0,0,0,0,1,0,0,1,0,0,0,4
6.28,40000,0,20,1,0,0,0,1,0,0,1,0,0,0,4
1.26,33865,0,22,1,0,0,0,1,0,1,1,0,0,0,4
0.78,21250,0,21,1,0,0,0,1,0,1,1,0,0,0,5
6.28,21000,0,15,1,0,0,0,1,0,0,1,0,0,0,6
13.09,20250,0,22,0,0,0,0,1,0,0,1,0,0,0,4
3.99,23695,0,15,0,0,0,0,1,0,1,1,0,0,0,7
4.58,6000,1,18,0,0,0,0,1,0,1,1,0,0,0,4
0.59,16500,0,25,1,0,0,0,1,0,1,1,0,0,0,9
0.45,8600,0,23,0,0,1,0,1,0,1,1,0,0,0,3
1.49,15370,0,20,1,0,0,0,1,0,0,1,0,0,0,5
1.35,19999,0,24,0,0,0,0,1,0,1,1,0,0,0,6
0.81,17500,0,15,0,0,1,0,1,0,0,1,0,0,0,6
2.17,21575,0,23,1,0,0,0,1,0,0,1,0,0,0,5
0.91,54982,0,24,1,0,0,0,1,0,0,1,0,0,0,8
0.73,9600,0,8,0,0,0,0,1,0,0,1,0,0,0,8
1.07,20,0,21,1,0,0,0,0,1,1,0,0,1,1,5
0.34,11000,1,23,1,0,0,0,1,0,0,1,0,0,0,7
4.38,24000,0,21,0,0,0,0,1,0,1,1,0,0,0,0
0.15,30,0,23,0,0,1,0,0,1,1,0,0,1,1,2
2.47,28500,0,19,0,0,0,0,1,0,1,1,0,0,0,4
3.6,24662.14,0,25,1,0,0,0,1,1,1,1,0,1,1,4
1.63,17000,0,22,1,0,0,0,1,0,0,1,0,0,0,7
1.96,35954,0,18,0,0,1,0,1,0,1,1,0,0,0,8
2.77,25000,0,23,1,0,0,0,1,0,1,1,0,0,0,7
2.13,40000,0,22,1,0,0,0,1,0,0,1,0,0,0,5
3.78,32000,0,24,1,0,0,0,1,0,0,1,0,0,0,7
3.24,25000,0,23,1,0,0,0,1,0,0,1,0,0,0,5
0.71,13485,0,22,1,0,0,0,1,0,1,1,0,0,0,5
0.81,17000,1,22,1,0,0,0,1,0,0,1,0,0,0,6
0.24,6500,0,19,1,0,1,0,1,0,0,1,0,0,0,3
1.86,1032,0,25,1,0,0,1,0,0,1,0,1,0,0,6
4.23,20000,0,21,1,0,0,0,1,0,0,1,0,0,0,4
0.66,18016,0,22,1,0,0,0,1,0,1,1,0,0,0,4
0.28,31567,0,19,1,0,0,0,1,0,1,1,0,0,0,3
2.73,15200,0,23,1,0,0,0,1,0,0,1,0,0,0,3
0.82,27500,0,10,0,0,0,0,1,0,1,1,0,0,0,0
0.5,9100,0,20,1,0,1,0,1,0,1,1,0,0,0,4
1.32,18500,0,18,0,0,0,0,1,0,1,1,0,0,0,0
1.53,20449,0,10,0,0,1,0,1,0,1,1,0,0,0,3
1.19,25393,0,21,1,0,0,0,1,1,0,1,0,1,1,4
3.29,14088,0,19,0,0,1,0,1,0,0,1,0,0,0,5
0.65,7500,0,23,0,0,0,0,1,0,0,1,0,0,0,6
0.26,40,1,24,1,0,0,0,0,1,1,0,0,1,1,2
1.52,52827,0,13,0,0,1,0,1,0,1,1,0,0,0,5
2.5,30088,0,13,0,0,0,0,1,0,0,1,0,0,0,8
1.01,25570,0,21,1,0,0,0,1,0,0,1,0,0,0,8
2.24,60397,0,22,1,0,0,0,1,0,1,1,0,0,0,5
1.03,35000,0,12,0,0,1,0,1,0,1,1,0,0,0,7
3.09,48230,0,19,0,0,0,0,1,0,1,1,0,0,0,4
1.04,25561,0,25,1,0,0,0,1,0,1,1,0,0,0,3
1.36,60500,0,16,0,0,0,0,1,0,0,1,0,0,0,5
0.67,1113,0,23,0,0,0,1,1,0,0,0,1,0,0,7
1.37,12800,1,14,0,0,0,0,1,0,1,1,0,0,0,2
0.68,11590,0,14,0,0,0,0,1,0,0,1,0,0,0,4
2.19,6000,1,5,0,0,0,0,1,0,1,1,0,0,0,3
2.89,41171,0,24,0,0,0,0,1,0,0,1,0,0,0,0
0.42,11750,1,25,1,0,1,0,1,0,0,1,0,0,0,3
0.39,13100,0,24,1,0,1,0,1,0,0,1,0,0,0,7
3.18,45000,1,19,0,0,1,0,1,0,0,1,0,0,0,3
1.28,53500,0,21,1,0,1,0,1,0,1,1,0,0,0,3
0.64,34220,0,8,0,0,0,0,1,0,1,1,0,0,0,1
1.73,312.53,0,24,1,0,0,0,0,1,1,0,0,1,1,4
0.87,42750,0,30,1,0,1,0,1,0,1,1,0,0,0,4
1.13,28000,0,24,1,0,0,0,1,0,0,1,0,0,0,8
0.93,13000,0,19,0,0,1,0,1,0,1,1,0,0,0,5
3.28,2062,0,20,0,0,0,0,1,0,0,1,0,0,0,4
7.49,22000,0,22,1,0,0,0,1,0,1,1,0,0,0,4
1.66,39000,0,8,0,0,0,0,1,0,1,1,0,0,0,8
2.69,42912,0,19,1,0,0,0,1,0,1,1,0,0,0,4
0.32,35000,0,12,0,0,0,0,1,0,1,1,0,0,0,3
4.61,21100,0,25,0,0,0,0,1,0,1,1,0,0,0,8
2.45,37565,0,23,1,0,0,0,1,0,0,1,0,0,0,6
4.35,22050,1,7,0,0,0,0,1,0,0,1,0,0,0,7
2.43,17000,0,6,0,0,0,0,1,0,1,1,0,0,0,6
0.76,16000,0,20,1,0,0,0,1,0,0,1,0,0,0,5
1.28,49997,0,24,0,0,0,0,1,0,1,1,0,0,0,4
0.39,21322,0,25,0,0,0,0,1,0,0,1,0,0,0,4
4.29,5500,0,22,0,0,0,1,0,0,1,0,1,0,0,4
0.87,15500,1,23,0,0,0,0,1,0,0,1,0,0,0,4
0.78,16181,0,21,1,0,0,0,1,0,0,1,0,0,0,5
1.28,46200,0,17,0,0,1,0,1,0,1,1,0,0,0,5
